Campaign,Who,Scraper_ID,Category,Graph Type,Facebook,Twitter,Instagram,YouTube,Migration Status,Intent Status,NOTES,type,funded,reached
Crop Cycle,Jessica,230,9,Type 3 37/na,"convergentgames.ca (b)
trevor.lehmann.cg (p)",GamesCg,,,Done,,,3,37,0
Dride,Church,902,14,Type 3 37/na,dride.io,drideHQ,,UCCR6QH9nLmE_WRcxvdubWBA,In Progress,,Failure probably because the goal was just too high,3,37,0
MONOCHROME VESTIMENTUM: Photography/Adventure Apparel,Rosie,986,6,Type 3 37/na,MONOCHROMEVESTIMENTUM,"monochrome_pbc
roblesphotog",monochromevestimentum,,Done,,,3,37,0
"""Love So Hard"" Music Video",Lauren,1349,11,Type 3 37/na,,pierson_music,pierson_music,,Done,,,3,37,0
"Bronze Time Machine - Swiss Automatic, Vintage Tool watch",Church,1674,6,Type 3 37/na,David-Paul-Watches-1651950011761984,DAVIDPAULWATCH,davidpaulwatches,UC3IAI4I0wDa5te7AvRcDVew,In Progress,,,3,37,0
Pocket Bunker: Portable Golf Bunker Training Aid,Joseph,1707,,Type 3 37/na,pocketbunker,Pocket_Bunker,,,Done,,,3,37,0
The world's smartest Smart Shirt: 10Eleven9,Lauren,540,14,Type 3 36/na,colorfydesign,colorfydesign,,,In Progress,,no posts from kickstarter period,3,36,0
Shaaark!,Jessica,1496,,Type 3 36/na,Shark.Cartoons,sharktoons,sharkcartoons,,Done,,,3,36,0
StickyArt! - The World's First Sticky Pad Coloring Book!,Church,1825,,Type 3 36/na,TheStickyArt,TheStickyArt,,UCByHc9rbIyBwPS-CDdhm7iQ,In Progress,,,3,36,0
The Palate Deck: Playing Cards for Beer Tasting,Church,1830,,Type 3 35/na,palatedeck,"mezzoblue, thepalatedeck",thepalatedeck,,Done,,,3,35,0
SMOKEY AND THE BANDIT: THE MUSICAL,Lauren,1973,,Type 3 35/na,weareproductions15,weareprod15,,UCd3WfM7zn1Oh_6CVkd9Kt5g,In Progress,,,3,35,0
ScratchyCAD: Parametric 3D Design Software For Everyone.,Ellen,2049,,Type 3 35/na,makerscad,makerscad,,scratchycad,In Progress,,,3,35,0
"alignG, Essential Item in the 3D Printer and CNC Toolkit",Lauren,2072,,Type 3 35/na,profile.php?id=100013673176097 (p),alignGtools,,,Done,,,3,35,0
Dark Star,Rosie,472,9,Type 3 34/na,quantumkaiju,QuantumKaiju,,,Done,,,3,34,0
Milk & Honey Comic Anthology,Ellen,973,2,Type 3 34/na,"CaptainDoghaus (p), milkandhoneycomics",MilknHoneyZine,zoidsboi,CaptainDoghaus,In Progress,,,3,34,0
"Dead Brew Movie: Zombies, Beer and Asheville, NC",Ellen,1741,,Type 3 34/na,dhuffcreative,dhuffcreative,,,In Progress,,,3,34,0
Help Food on the Fry stock the trailer to open!,Thomas,1793,,Type 3 34/na,"foodonthefry, kaitlin.violet (p)",,,,In Progress,,,3,34,0
Mercurial Theatre,Rosie,50,15,Type 3 33/na,mercurialtheatre,mercurialatx,,,Done,,,3,33,0
Cosplay By the Bay,Lauren,716,12,Type 3 33/na,kairuphotography,kairuphotos,kairuphotos,,Done,,,3,33,0
The Snake and the Bear,Church,926,13,Type 3 33/na,TheSnakeAndTheBear,,,,Done,,,3,33,0
Pomniv,Church,1170,14,Type 3 33/na,PÃ_mniv-1414887538799935,,,,Done,,,3,33,0
Puppy Mama Social Media Web App,Church,1186,14,Type 3 33/na,puppymama.inc,puppymama_inc,"puppy.mama, waffles.cavapoo",UCoHKobUbghhZfn9O_jZooTg,In Progress,,,3,33,0
GAME TIME: TIC-TOCK TIC-TOCK ANTHOLOGY,Joseph,1415,,Type 3 33/na,gametimeanthology,GT_Anthology,,,Done,,,3,33,0
Fireborn : A Fantasy Webcomic About A Troubled Tattooed Girl,Joseph,1829,,Type 3 33/na,kaliesillustrations,kaliestanton,kaliestanton,,Done,,,3,33,0
Michael Shirtz Quartet- 2 Albums,Church,2241,,Type 3 33/na,"OrganizedChaosMusicANDProduction, michaelshirtzquartet",,,UCb8KN5ID0pGwwGL0DX3AGyA,In Progress,,,3,33,0
Liberty Thread - Liberty & Libertarian Themed Art & Apparel,Jessica,202,6,Type 3 32/na,LibertyThreadUSA,Liberty_Thread,libertythread,,Done,,"Tumblr: libertythread; Scraper tool stopped working, did not finish manually entering Instagram posts",3,32,0
Help Fund Mikey Pauker's New Full Length Album!,Church,599,11,Type 3 32/na,mikeypauker,mikeypauker,mikeypauker,,Done,,,3,32,0
The Escort - A Feature Film about Relationships Today,Church,821,7,Type 3 32/na,bizhan.tong (p),bizhan_tong,,,In Progress,,,3,32,0
Simple Chuck,Church,966,14,Type 3 32/na,simplechuck,,,,Done,,,3,32,0
Flewkoo Watches | Minimal & Classy,Rosie,1083,6,Type 3 32/na,flewkoo,,flewkoo,,Done,,,3,32,0
Blessings and Regrets,Church,1169,11,Type 3 32/na,"cathieking (p), CKingMusic",catkingmusic,,,In Progress,,,3,32,0
The Predator Premium Fly Tying Vise,Joseph,1408,,Type 3 32/na,myflyvise,,,,Done,,,3,32,0
Yoga: The peaceful foundation of a Well Economy,Thomas,1820,,Type 3 32/na,"anderserin (p), OmWellBOS",ErinKayAnderson,erinkayanderson,,Done,,,3,32,0
"THE STAND: Simple, Elegant and Meaningful Computer Stand",Lauren,296,5,Type 3 31/na,arcreydesign,arcreydesign,,,Done,,,3,31,0
Kendra Legault,Church,441,11,Type 3 31/na,WeAreLikeDust,,wearelikedust,,Done,,,3,31,0
King Bone Press: Yet Another Subscription Extravaganza,Lauren,1364,2,Type 3 31/na,kingbonepress,kingbonepress,kingbonepress,,Done,,,3,31,0
Tumbling Whites Debut Album,Thomas,1693,,Type 3 31/na,tumblingwhites,tumblingwhites,,,Done,,,3,31,0
Intergalactic Travel Bureau: Space Vacations For All VR,Church,579,14,Type 3 30/na,guerillascientist,guerillascience,,GuerillaScientist,In Progress,,,3,30,0
Sweet Potato Junction Summer Kickoff,Ellen,956,6,Type 3 30/na,"sammie.beaver.9 (p), sweetpotatojunction",,sweetpotatojunction,,In Progress,,,3,30,0
Nuke-City Veg,Church,1119,8,Type 3 30/na,"nukecityveg, danny.melius (p)",,nukecityveg,,In Progress,,,3,30,0
The Shadow Watchers,Ellen,1532,,Type 3 30/na,ShadowWatchers,,,,Done,,,3,30,0
WiLoader : The WiFi Programmer for Arduino & AVR !,Church,1558,,Type 3 30/na,PetuniaTech,Petunia_Tech,petuniatech,UCCwspHlvNF4MVJKOLLYip7A,In Progress,,,3,30,0
CalmMitts Unisex,Jess,402,6,Type 3 3/na,thelittlekakapo,,,,Done,,,3,3,0
Treebu,Church,587,14,Type 3 3/na,treebu.net,treebutribe,,,Done,,,3,3,0
Luxury Lingerie For Every Woman,Church,648,6,Type 3 3/na,mymariebella,onlyladybird,"shopmariebella, ladybirdlingerie",,Done,,,3,3,0
Your Dare Package - A Tabletop Party Game,Rosie,842,9,Type 3 3/na,,YourDarePackage,,,Done,,,3,3,0
3 for 3 Demo,Joseph,870,11,Type 3 3/na,carymillermusic,,,,Done,,,3,3,0
American Tees / Made in America,Joseph,954,6,Type 3 3/na,shopandrewdavid,,,,Done,,,3,3,0
How Horrible We Are,Lauren,990,7,Type 3 3/na,gssproductions,gssstudios,hazel_rah,,Done,,,3,3,0
GUSS paddles,Ellen,1032,3,Type 3 3/na,Guss-paddles-406286083057486,,,,Done,,,3,3,0
Witiko,Church,1130,7,Type 3 3/na,Charles-Mitchell-Official-220752898330971,TheGandMNerd,,ZBTFilms,In Progress,,,3,3,0
SWAMPWATER REUNION ALBUM,Church,1139,11,Type 3 3/na,SessionManJohnBeland,,,,Done,,,3,3,0
Patrol Cards: The Law Enforcement Game from Snarky Cards,Rosie,1240,9,Type 3 3/na,SnarkyCardsInc,SnarkyCardsInc,,,Done,,,3,3,0
"Mando Salas' Debut Album ""Rosmand""",Lauren,1259,11,Type 3 3/na,mandosalasmusic,mandosalasmusic,mandosalas_official,,Done,,,3,3,0
Suburban Farm Focused on Community Empowerment,Lauren,1298,8,Type 3 3/na,,,deborahannfarms,,Done,,,3,3,0
That Old Sew and Sew Quilt Shop,Lauren,1365,1,Type 3 3/na,quiltalaska,thatsewandsew,,,Done,,,3,3,0
Rise of Factions: Sparta,Church,1400,9,Type 3 3/na,PolyInteractiveGames,,polyinteractivegames,UCIr6rkuc7ifa1wXo5TSB3dg,In Progress,,,3,3,0
Disappointing Moments in Detroit Sports Coloring Book,Joseph,1410,,Type 3 3/na,DETColoringBook,DETColoringBook,,,Done,,,3,3,0
"LadderAnchor, ""Climb With Confidence""",Church,1427,,Type 3 3/na,,LadderAnchors,,,Done,,,3,3,0
Help us make The Baker's Dozen cupcake caravan a reality!,Jessica,1501,,Type 3 3/na,thebakersdozenau,,thebakersdozenau,,Done,,,3,3,0
Flexy Paw,Ellen,1535,,Type 3 3/na,PAWCHAMPS,PawChamps,,,Done,,,3,3,0
Make 100 Drunk Bitches,Lauren,1564,,Type 3 3/na,ellelebert,ellieprobert,ellelebert,UCisKxUuG5sm7wS5NjkzDN8Q,In Progress,,,3,3,0
"Reveal3D The Affordable, Professional, Future of 3D Printing",Joseph,1851,,Type 3 3/na,yngllc,yngmediatech,,,Done,,,3,3,0
The Chelsea Chronicle Podcast,Rosie,1868,,Type 3 3/na,GarryHayesChelsea,garryhayes,garryhayes1,,Done,,,3,3,0
Handmade full grain leather bag that gets tanned over time,Ellen,1958,,Type 3 3/na,orisdesigns,,,,,,,3,3,0
DemocraSEE - the new American Revolution,Ellen,1960,,Type 3 3/na,iLivingGuru,ilivingguru,,,Done,,,3,3,0
The Fall of Fel'Duhr,Ellen,1997,,Type 3 3/na,felduhr,,,,Done,,,3,3,0
"Hotstone London - Ancient cooking, Modern dining experience!",Ellen,2017,,Type 3 3/na,hotstonelondon,HotStoneLondon,hotstonelondon,UCfAReGGMYIlApetaqPKYveA,In Progress,,,3,3,0
Wifi garage door opener and monitor,Rosie,2120,,Type 3 3/na,forrinx123,forrinx_x8yer,,,Done,,,3,3,0
You & Me Bench - Bringing People Together USA Tour!,Rosie,2231,,Type 3 3/na,"youandmebench
d2powermf (p)",youandmebench,youandmebench,,In Progress,,,3,3,0
ONE-RoCa,Church,234,11,Type 3 29/na,therocaband,,,,Done,,,3,29,0
The World's First Motion Simulator Headphones StringPad,Lauren,301,14,Type 3 29/na,stringpad.headset,stringpadaudio,,,Done,,,3,29,0
Between the Tracks,Rosie,635,13,Type 3 29/na,stevedillonwriter,,,,Done,,,3,29,0
Body Color Cosmetics,Church,1502,,Type 3 29/na,bodycolorcosmetics,BecklerTiffany,,,Done,,,3,29,0
iCape - Keep Connected During a Haircut,Jessica,180,5,Type 3 28/na,iCapes,iCape,capemakers,,Done,,,3,28,0
"Holidolls, affordable luxury for self-made women",Lauren,267,6,Type 3 28/na,holidolls,holidolls,holidolls.swimgerie,,Done,,,3,28,0
Lost Cities Reiner,Church,413,9,Type 3 28/na,"sean.colombo (p), bluelinegames","seancolombo, bluelinegames",,bluelinegamestudios,In Progress,,,3,28,0
Liquid Summer Beverage Company,Church,1377,8,Type 3 28/na,liquidsummerco,liquidsummerco,liquidsummerco,,Done,,,3,28,0
DinosaurChannel.TV,Church,232,7,Type 3 27/na,,dinosaurchannel,,,Done,,,3,27,0
NO CONTROL,Church,641,7,Type 3 27/na,NoControlDoc,NoControlFilm,,,Done,,,3,27,0
Kittens In Cups- Annapolis Cat Cafe,Rosie,1761,,Type 3 27/na,kittensincups,Kittens_In_Cups,kittens_in_cups,,Done,,,3,27,0
E9 Audio - Bluetooth Audio Transmitter,Ellen,2167,,Type 3 27/na,e9audio,,,UCbpC6fRQZl9SrFepxiGvqhg,In Progress,,,3,27,0
Athena Organic Farm + Eco-Retreat,Jessica,166,8,Type 3 26/na,"grownherefarms (b)
krystine.mcinnes (p)",GoddessMortgage,,,In Progress,,,3,26,0
SignalWear: World's First Smart Motorcycle Gloves for Safety,Lauren,270,14,Type 3 26/na,signalwear,signalwear,,UCnx9ZvGWqemWHjKpsiEDgrw,In Progress,,,3,26,0
GENEST 3 Decades,Joseph,875,13,Type 3 26/na,genestbook,,,,Done,,,3,26,0
MANBABY: Feature Film Post Production,Church,1105,7,Type 3 26/na,manbabymovie,manbabymovie,,,Done,,,3,26,0
FictionSphere,Church,1448,,Type 3 26/na,TeamEinherjar,EinherjarTeam,,TeamEinherjar,In Progress,,,3,26,0
The WiFi BOSS â€“ Control Your Family Internet Activity,Jessica,2137,,Type 3 26/na,thewifiboss,TheWiFiBoss,,,Done,,,3,26,0
Pigtails Martial Arts,Church,410,2,Type 3 25/na,"Pigtailscomic, gregorymthomp",Gregorythompson,,,Done,,,3,25,0
Erling,Rosie,610,6,Type 3 25/na,"jens.munkeby (p)
Erling.in",Erling_in,erling.in,,In Progress,,,3,25,0
Capelli - Mobile Barbers On Demand,Church,687,14,Type 3 25/na,capelliapp,capelliapp,capelliapp,,Done,,,3,25,0
OOSynapse,Church,701,14,Type 3 25/na,,oosynapse,oosynapse,,Done,,,3,25,0
"Pet Turtles - or - ""We Lost Mom's Gravestone""",Ellen,1813,,Type 3 25/na,PetTurtlesMovie,,,,Done,,,3,25,0
"Legislative News, bringing your voice into government",Church,2113,,Type 3 25/na,legislativenews.us,,,,Done,,,3,25,0
Commit News,Rosie,2205,,Type 3 25/na,"claudiairving (p)
wecommitnews","claudiairving
wecommitnews",,,In Progress,,,3,25,0
Tiny Home Helper's Basecamp01 build,Jessica,1465,,Type 3 24/na,rebekah.owens (p),rbkho,beka78,,In Progress,,,3,24,0
"The Better Alternative to Muslin, Made in the USA",Joseph,1596,,Type 3 24/na,SouthernSwaddle,SouthernSwaddle,southernswaddle,UCm_rTfWgYBsq8seMd0MhBUQ,In Progress,,,3,24,0
Spell Stealers,Church,118,9,Type 3 23/na,gregsantogames,GregSantoGames,,,Done,,,3,23,0
IRON: The Animated Text Editor,Church,253,14,Type 3 23/na,john.stenersen (p),DarkVikingsIron,darkvikingsiron,,Done,In Progress,,3,23,0
Eden's Mercy,Rosie,891,2,Type 3 23/na,"dmguild (p)
JuneManga","junemanga
",,,In Progress,,,3,23,0
BRAVE: A Guide to Fearlessness,Rosie,1126,14,Type 3 23/na,david.bidler (p),courageisaskill,,UCEgCgcxisVO7FUfT3dSqFpQ,In Progress,,,3,23,0
Quest for Virtue,Church,1313,13,Type 3 23/na,growinvirtue,growinvirtue,,,In Progress,,,3,23,0
Galaxy Children: Generation I Artbook & Charms,Ellen,1798,,Type 3 23/na,PixelandGraphite,PixelGraphite,pixelandgraphite,UCLIVWiez-DlI_4NFcx1n2fw,In Progress,,,3,23,0
INTO THE GREAT: An Original Digital Graphic Novel,Joseph,2276,2,Type 3 23/na,,elliotblake,,,Done,,,3,23,0
Track My Roll For ANDROID - Bowling Shot Tracking App,Joseph,889,14,Type 3 22/na,trackmyroll,trackmyroll,,,Done,,,3,22,0
Will Payne Harrison Sophomore Album!,Thomas,1712,,Type 3 22/na,WillPayneHarrison,WillPHarrison,willpayneharrison,UCD55PnwEWybkvRQEFYBU2Rw,In Progress,,Instagram needs scraped,3,22,0
Komnata Quest - Escape Room Adventures,Rosie,2159,,Type 3 22/na,"KomnataSanAntonio
veronika.shalimo (p)","komnataquestnyc
komnataquestsa",,,In Progress,,Twitter 502,3,22,0
Ebe Oke - EP,Lauren,744,11,Type 3 21/na,Ebe-Oke-35822747291,ebeoke,ebeoke,,Done,,,3,21,0
The Lighthouse (Thriller Game),Ellen,923,9,Type 3 21/na,ShadowKnightsStudio,Shadow_Knights_,,UClzBBzrZ2DdqRLO9PDN92sQ,In Progress,,,3,21,0
ActiKitty - Move your cat!,Ellen,1089,14,Type 3 21/na,ActiKitti,ActiKitty,,,Done,,,3,21,0
Australi Volume One 200+ Pages,Rosie,1188,2,Type 3 21/na,Australicomic,AustraliComic,australicomic,,Done,,,3,21,0
Pies not Lies,Joseph,1468,,Type 3 21/na,piesnotlies,,,,Done,,,3,21,0
Jack Survival Multi Tool,Jessica,2148,,Type 3 21/na,IronForestKnives,,ironforestknives,Iron Forest Knife & Tool,In Progress,,,3,21,0
Artilect,Church,148,11,Type 3 20/na,Artilect,artilectband,,,Done,,,3,20,0
Memcare: Keep the Memories Alive,Lauren,345,14,Type 3 20/na,memcarecom,memcarecom,,,Done,,no tweets,3,20,0
Nerds Night Out,Rosie,366,9,Type 3 20/na,"misfitchildren
diane.erlich (p)
ben.bratzel (p)",diane_erlich,,,In Progress,,,3,20,0
A Journey Through the American Landscape,Jess,396,10,Type 3 20/na,,zachehorn,"filmspectator, zehorn",,Done,,,3,20,0
"Adventure-Ready Cooler Backpack, Insert, and Sling",Lauren,456,5,Type 3 20/na,coldshoulderbags,cldshoulderbags,cold_shoulder_bags,,Done,,,3,20,0
Help INCA TEA build their WORLD HQ BOTTLING FACILITY,Church,584,8,Type 3 20/na,IncaTeaLLC,incatea,incatea,,Done,,,3,20,0
Chet's Anytime Bloody Mary Mix,Rosie,765,8,Type 3 20/na,chetsbloodymarymix,,,,Done,,,3,20,0
"Kahiau's Cafe - Offering Organic,Vegan Pastries and Food",Joseph,887,8,Type 3 20/na,kahiauvegan,kahiauvegan,,,,,,3,20,0
Having Trouble Sleeping,Church,1146,13,Type 3 20/na,kilroymediagroup,,,UCe8YNYZuXdSAlf0_T-dPOpw,In Progress,,,3,20,0
Totem Cards and Gifts,Lauren,1215,1,Type 3 20/na,totemcardsandgifts,jenniferldoheny,,UCNZ6okUbZMcZawG8LkN__rg,In Progress,,no twitter posts during campaign period,3,20,0
"Dawns Early Light, bk 1: No Road Home by:Cranky Angel Studio",Jessica,1569,,Type 3 20/na,"crankyangelstudios
profile.php?id=100001910036022 (p)",TheCrankyAngel,,,,,Twitter handle not loading,3,20,0
Little Death - The Virtual Reality Series,Ellen,2005,,Type 3 20/na,littledeathseries,"ArisTyros, LittleDeathVR","aristyros, littledeathvrseries","UCXKMiKheZ36W5LBJqcvo6Qw, UCIFzcFBd7gBPqT8Wrz8uD1g",In Progress,,,3,20,0
Slidertop,Rosie,422,5,Type 3 2/na,theslidertop,slidertop,,,Done,,,3,2,0
Taco Nation,Rosie,453,8,Type 3 2/na,"taconationofficial
melissaguerralkm",melissaguerralk,taconationofficial,,Done,,,3,2,0
Bounty Comic,Rosie,479,2,Type 3 2/na,DavidAdkinsAuthor,,,,Done,,,3,2,0
The Z Swab,Church,645,5,Type 3 2/na,Z-Swabs-441988676137398,Zswabs,,,Done,,,3,2,0
Axle,Rosie,819,14,Type 3 2/na,axletrucking,axletrucking,axletrucking,,Done,,,3,2,0
Chainsaw Ninja In Space -,Rosie,848,9,Type 3 2/na,ChainsawNinjaInSpace,gargerathsunman,,,Done,,,3,2,0
Odwick: Thievery and Madness,Rosie,862,9,Type 3 2/na,,gongizer,,,Done,,,3,2,0
QVC Spring Segment,Church,930,8,Type 3 2/na,natashasjustbrittle,,natashasbrittle,,Done,,,3,2,0
Line Buddy,Rosie,953,14,Type 3 2/na,,devonshires_sw,,,Done,,,3,2,0
Mid Luxury Bridal & Resort Footwear,Lauren,998,6,Type 3 2/na,Emelia-English-1865545663674217,,emeliaenglish,,Done,,,3,2,0
COUP de COIFF,Lauren,1020,14,Type 3 2/na,fawziyya.muhammad (p),coupdecoiff,coupdecoiff,UCMG-jNJ3g6F9NdGdO4fScYg,In Progress,,,3,2,0
Babyboomers and sexuality,Rosie,1072,13,Type 3 2/na,Eagleflight-Resources-461298587294928,donnayates814,,,Done,,,3,2,0
Heart and Seoul,Lauren,1213,11,Type 3 2/na,nipponacademy,nipponacademy,,,Done,,no twitter posts during campaign period,3,2,0
Limited-Edition Strain Apparel Hoodies with SkunkPocket,Rosie,1248,6,Type 3 2/na,strainapparel,strainapparel,strain.apparel,,Done,,,3,2,0
Faulty Bones,Lauren,1295,13,Type 3 2/na,authorjmfraser,,,,Done,,,3,2,0
Cilantro Condiment,Church,1328,8,Type 3 2/na,SiloSauce,,SiloSauce,,Done,,,3,2,0
Yoke The Yak,Church,1431,,Type 3 2/na,GRASSFED1,,,,Done,,,3,2,0
Bicycle Cards 2016 Presidential Portrait,Lauren,1540,,Type 3 2/na,,solarconcert,,,,,,3,2,0
All Hope Contained - 3 New Recordings,Church,1578,,Type 3 2/na,AllHopeContained,ahcontained,allhopecontained,,Done,,,3,2,0
L.A. Gastronomy,Joseph,1600,,Type 3 2/na,lagastronomy,LAGastronomy,,,Done,,Twitter made after campaign date,3,2,0
Shadeze Privacy Covers,Joseph,1611,,Type 3 2/na,shadezeprivacycovers,,shadezeprivacycovers,,Done,,,3,2,0
Evolution Or Extinction - A Card Game!,Church,1619,,Type 3 2/na,GoodNeanderthal,,,,Done,,,3,2,0
RK Sympathy: An UTAU Org. for Mental Health Awareness,Joseph,1654,,Type 3 2/na,RKSympathy,RkSympathy,,UClJ7UJ_2johCB1REN3SVs8A,Done,,,3,2,0
The Lost Beans Launch ~ 100% Kona coffee ~,Joseph,1735,,Type 3 2/na,seekthelostbeans,TheLostBeansPDX,thelostbeans,,Done,,Twitter made after campaign,3,2,0
DRALON,Church,1760,13,Type 3 2/na,MC-Willems-1598140247126105,StUdiORuMoRe,,,Done,,,3,2,0
Safe N Drive Navigation,Ellen,1903,,Type 3 2/na,,SafeNDriveNav,,,Done,,,3,2,0
mDietGuru - Comprehensive Interactive Health & Wellnes App,Ellen,1912,,Type 3 2/na,1.6624E+15,,,,Done,,,3,2,0
Baby Du - Cool gender neutral organic baby clothes,Lauren,1937,,Type 3 2/na,babyduwear,babydu_,babydu_,,In Progress,,,3,2,0
Finer Words Literary Cafe,Lauren,2023,,Type 3 2/na,MsLawson1(p),mslawson,,,In Progress,,,3,2,0
"Scandinavia, Vikings, and the Old Gods",Rosie,2099,,Type 3 2/na,,peepersbrennan,,,Done,,,3,2,0
"""Inside the Mind of a Comedian"" book launch/Personal Help",Jessica,2111,,Type 3 2/na,fooboocomedy,Fooboocomedy,,,,,Soundcloud: comedianfooboo`,3,2,0
Harley Quinn Fan Series,Lauren,293,7,Type 3 19/na,jarboniepictures,,,jabroniepictures,In Progress,,,3,19,0
Sons of the Void,Rosie,419,9,Type 3 19/na,"sonsofthevoid
Grogshot-Games-982967738393360","SonsOfTheVoid
grogshotgames",,,Done,,,3,19,0
ChowCheck,Lauren,749,14,Type 3 19/na,chowcheck,,,,Done,,,3,19,0
Aegis: Innocence,Rosie,817,9,Type 3 19/na,stasissoft,StasisSoft,,,Done,,,3,19,0
Obsessive Guilt // a book of original poetry,Ellen,825,13,Type 3 19/na,obsessiveguilt,,,,Done,,,3,19,0
OP Children Books: Interactive Animations Board Books,Lauren,981,13,Type 3 19/na,parratorooffical,parra_toro,parratoro,parratoro,In Progress,,,3,19,0
Walk In Peace: Downtown Phoenix Mural (FACEBOOK 502),Church,1311,1,Type 3 19/na,"evkmselfdefense, evkmphoenix (502)",,evkmselfdefense,,Issue,,,3,19,0
"""RunRainbow"" Feature Film Sizzle Reel",Joseph,1745,,Type 3 19/na,"softcagefilms
TrapDoorTheatre",TrapDoorTheatre,,,Done,,,3,19,0
Grime Meets Art,Rosie,2011,,Type 3 19/na,,SophiaTassew,,,Issue,,Twitter won't scrape,3,19,0
The Land That Time Forgot,Jess,443,2,Type 3 184/19,AmericanMytho,AmericanMytho,,,In Progress,,page 456 May 20-June 10,3,184,0
A Requiem For The American Dream,Jess,408,7,Type 3 18/na,Lorex3456 (p),,lorex34,,Done,,,3,18,0
Red Roaster Reimagined,Lauren,747,8,Type 3 18/na,redroasterbrighton,,redroaster,,Done,,,3,18,0
Aegis of Soteria: Concussion Sensor by 15-and-11-year-old,Jessica,1462,,Type 3 18/na,,AegisofSoteria,,,Done,,,3,18,0
South Philly Castles,Church,1589,,Type 3 18/na,SouthPhillyCastles,,,,Done,,,3,18,0
JZ Lace Custom Bracelet Online Store,Joseph,1778,,Type 3 18/na,JZLace,JZLace,jzlace,,Done,,,3,18,0
"Justin James - ""Compile"" Double LP Vinyl Pressing (refused.)",Thomas,1858,,Type 3 18/na,justinjamesofficial,justin_james,,justinjames519,In Progress,,,3,18,0
Cat CafÃ© Studio: India's First Cat CafÃ©,Ellen,2042,,Type 3 18/na,CatCafeStudio,catcafestudio,catcafestudio,UC5-VZN4e3z3Gubu7EgnrOEw,In Progress,,,3,18,0
The Dapifer: The World's Most Diverse Fashion Magazine,Rosie,2221,,Type 3 18/na,"thedapifer
lakenya.kelly (p)",thedapifer,thedapifer,,In Progress,,,3,18,0
Fed Hill's Festival,Rosie,468,11,Type 3 17/na,fedhill.org,fedhillmainst,,,Done,,,3,17,0
Big Bad Overlord,Lauren,507,9,Type 3 17/na,bigbadoverlord,bigbadoverlord,,,Done,,,3,17,0
"The Land of Elpoep, YA Fantasy (teen author)",Joseph,958,13,Type 3 17/na,TheBeeInTheBlackberryBush,CSAreson,,,Done,,,3,17,0
Letter Baby,Church,1315,6,Type 3 17/na,OfficialLetterBaby,,officialletterbaby,,Done,,,3,17,0
Beardman's Cold Brew Coffee : Make 100,Joseph,1584,,Type 3 17/na,beardmanscoldbrew,BeardmansCldBrw,beardmanscoldbrew,,Done,,,3,17,0
The Gravy Train Expansion,Ellen,2007,,Type 3 17/na,thegravytrainsc,thegravytrainsc,,,Done,,,3,17,0
RV Purse Museum - Where the Handbag Meets the Highway,Jessica,175,1,Type 3 16/na,vintagepursegallery,VintagePurseGal,,,Done,,,3,16,0
Retractable Posts,Rosie,318,5,Type 3 16/na,PostHigh,PostHigh,,,Done,,,3,16,0
"Tribol Watches: Interchangeable Watches with a ""Twist""",Lauren,516,5,Type 3 16/na,tribolwatches,tribolwatches,tribolwatches,,Done,,,3,16,0
Fischer Theatre Marquee,Lauren,658,15,Type 3 16/na,fischertheatre,fischertheatre,fischertheatre,,Done,,,3,16,0
Motes Audio,Church,727,14,Type 3 16/na,motesaudio,motesaudio,motesaudio,,In Progress,,,3,16,0
Crowd Colour - Makeup for Mums that Gives Back to Schools,Church,1036,6,Type 3 16/na,crowdcolour,crowdcolour,crowdcolour,,Done,,,3,16,0
Eco friendly Luxury Bags that support children's education,Rosie,1223,6,Type 3 16/na,newglobetraveller,newglobetravel,newglobetraveller,,Done,,,3,16,0
Tattoo & Art Inspired Watch Range,Ellen,1426,,Type 3 16/na,magalondonstore,,ma_ga_london_,,Done,,,3,16,0
Super Hamlet 64: Parody DLC,Church,1550,,Type 3 16/na,"eddydaylia, edward.day.96 (p)",DAYofED,eddydaylia,Eddylonglegs,In Progress,,,3,16,0
Footjoy Brewfarm,Lauren,1882,,Type 3 16/na,footjoybrewfarm,,,,Done,,,3,16,0
Chicago Non-Profit Social Justice Pop Album!,Ellen,2176,,Type 3 16/na,songsbyjed,,jedsongs,,Done,,,3,16,0
